dataset,task,task_type,method,split,metric_name,metric_value,ci_lower,ci_upper,n_folds,cell_deg,feature_dim,n_samples,n_test,seed,model_name,model_target
dm-lcmap_lu,lcmap_lu,classification,linear,spatial,accuracy,0.613728940486908,0.5631898821579844,0.6642679988158315,5,10.0,1024,26513,26513,0,climplicit,torchgeo_bench.coordbench.models.ClimplicitLocationEncoder
dm-lcmap_luc,lcmap_luc,classification,knn5,random,accuracy,0.6589360946144864,0.643898590040518,0.6739735991884549,5,10.0,1024,991,991,0,climplicit,torchgeo_bench.coordbench.models.ClimplicitLocationEncoder
dm-lcmap_luc,lcmap_luc,classification,linear,random,accuracy,0.6488807678222657,0.621150057320952,0.6766114783235794,5,10.0,1024,991,991,0,climplicit,torchgeo_bench.coordbench.models.ClimplicitLocationEncoder
dm-lcmap_luc,lcmap_luc,classification,knn5,spatial,accuracy,0.646284406573362,0.5862449374166244,0.7063238757300995,5,10.0,1024,991,991,0,climplicit,torchgeo_bench.coordbench.models.ClimplicitLocationEncoder
dm-lcmap_luc,lcmap_luc,classification,linear,spatial,accuracy,0.6575960516929626,0.6129840985009868,0.7022080048849385,5,10.0,1024,991,991,0,climplicit,torchgeo_bench.coordbench.models.ClimplicitLocationEncoder
dm-lucas_lc,lucas_lc,classification,knn5,random,accuracy,0.27313588929635585,0.2715182613951669,0.2747535171975448,5,10.0,1024,203569,203569,0,climplicit,torchgeo_bench.coordbench.models.ClimplicitLocationEncoder
dm-lucas_lc,lucas_lc,classification,linear,random,accuracy,0.3041966140270233,0.3020028704102378,0.3063903576438088,5,10.0,1024,203569,203569,0,climplicit,torchgeo_bench.coordbench.models.ClimplicitLocationEncoder
dm-lucas_lc,lucas_lc,classification,knn5,spatial,accuracy,0.1519645851930186,0.12296814921621152,0.18096102116982565,5,10.0,1024,203569,203569,0,climplicit,torchgeo_bench.coordbench.models.ClimplicitLocationEncoder
dm-lucas_lc,lucas_lc,classification,linear,spatial,accuracy,0.24006597995758056,0.22295823023515293,0.2571737296800082,5,10.0,1024,203569,203569,0,climplicit,torchgeo_bench.coordbench.models.ClimplicitLocationEncoder
dm-lucas_lu,lucas_lu,classification,knn5,random,accuracy,0.5925909536795191,0.591471296789298,0.5937106105697402,5,10.0,1024,226858,226858,0,climplicit,torchgeo_bench.coordbench.models.ClimplicitLocationEncoder
dm-lucas_lu,lucas_lu,classification,linear,random,accuracy,0.5927452325820923,0.5904624235845679,0.5950280415796168,5,10.0,1024,226858,226858,0,climplicit,torchgeo_bench.coordbench.models.ClimplicitLocationEncoder
dm-lucas_lu,lucas_lu,classification,knn5,spatial,accuracy,0.4432338627572552,0.35772123516955534,0.528746490344955,5,10.0,1024,226858,226858,0,climplicit,torchgeo_bench.coordbench.models.ClimplicitLocationEncoder
dm-lucas_lu,lucas_lu,classification,linear,spatial,accuracy,0.5441783308982849,0.5004373581858454,0.5879193036107244,5,10.0,1024,226858,226858,0,climplicit,torchgeo_bench.coordbench.models.ClimplicitLocationEncoder
dm-openet_ensemble,openet_ensemble,regression,linear,random,r2,0.1273714778577603,0.12157985013833568,0.1331631055771849,5,10.0,1024,35683,35683,0,climplicit,torchgeo_bench.coordbench.models.ClimplicitLocationEncoder
dm-openet_ensemble,openet_ensemble,regression,linear,spatial,r2,-0.09850571298926118,-0.18615997568824683,-0.010851450290275538,5,10.0,1024,35683,35683,0,climplicit,torchgeo_bench.coordbench.models.ClimplicitLocationEncoder
dm-us_trees,us_trees,classification,knn5,random,accuracy,0.15814644533063751,0.15721828763326715,0.15907460302800788,5,10.0,1024,45382,45382,0,climplicit,torchgeo_bench.coordbench.models.ClimplicitLocationEncoder
dm-us_trees,us_trees,classification,linear,random,accuracy,0.19075852632522583,0.1857345173755593,0.19578253527489237,5,10.0,1024,45382,45382,0,climplicit,torchgeo_bench.coordbench.models.ClimplicitLocationEncoder
dm-us_trees,us_trees,classification,knn5,spatial,accuracy,0.08551625835391044,0.0625463573028885,0.10848615940493238,5,10.0,1024,45382,45382,0,climplicit,torchgeo_bench.coordbench.models.ClimplicitLocationEncoder
dm-us_trees,us_trees,classification,linear,spatial,accuracy,0.11995419561862945,0.09545973011678288,0.14444866112047602,5,10.0,1024,45382,45382,0,climplicit,torchgeo_bench.coordbench.models.ClimplicitLocationEncoder
pdfm-conus27,Percent_Person_WithHighCholesterol,regression,linear,random,r2,0.27858564379760054,0.2682214749813665,0.28894981261383457,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Percent_Person_WithPhysicalHealthNotGood,regression,linear,random,r2,0.47665555477773836,0.4699778653367333,0.4833332442187434,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Percent_Person_WithStroke,regression,linear,random,r2,0.3022678459653883,0.2920918583479111,0.3124438335828655,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Percent_Person_BingeDrinking,regression,linear,random,r2,0.45875658911954265,0.4529141410902989,0.46459903714878636,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Percent_Person_PhysicalInactivity,regression,linear,random,r2,0.4892919376650232,0.48446422357047975,0.4941196517595667,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Percent_Person_ReceivedAnnualCheckup,regression,linear,random,r2,0.7219650125407346,0.7174294566326713,0.726500568448798,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Percent_Person_WithCancerExcludingSkinCancer,regression,linear,random,r2,0.2325037343238404,0.2243105563691774,0.24069691227850337,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Percent_Person_WithDiabetes,regression,linear,random,r2,0.37465146036039115,0.3636925611834684,0.38561035953731393,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Percent_Person_WithMentalHealthNotGood,regression,linear,random,r2,0.4302329999819289,0.4233053042844842,0.43716069567937355,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Percent_Person_WithCoronaryHeartDisease,regression,linear,random,r2,0.3587624500735863,0.3547570332705294,0.36276786687664325,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Percent_Person_WithHighBloodPressure,regression,linear,random,r2,0.45187917414038326,0.4444600852721968,0.4592982630085697,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Percent_Person_ReceivedCholesterolScreening,regression,linear,random,r2,0.4209314585732211,0.4050034896401673,0.43685942750627493,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Percent_Person_ReceivedDentalVisit,regression,linear,random,r2,0.4972830861327905,0.4878792512111949,0.5066869210543861,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Percent_Person_WithAsthma,regression,linear,random,r2,0.48654625728788403,0.48037480608056965,0.4927177084951984,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Percent_Person_WithChronicKidneyDisease,regression,linear,random,r2,0.25624690034168973,0.24658830324973238,0.2659054974336471,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Percent_Person_WithArthritis,regression,linear,random,r2,0.406647223988316,0.398894863908364,0.414399584068268,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Percent_Person_WithChronicObstructivePulmonaryDisease,regression,linear,random,r2,0.5000040072372695,0.49303958644209567,0.5069684280324432,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication,regression,linear,random,r2,0.21449708070446394,0.19815418881697558,0.2308399725919523,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Percent_Person_Obesity,regression,linear,random,r2,0.5418217477833525,0.5302606626716135,0.5533828328950914,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Percent_Person_SleepLessThan7Hours,regression,linear,random,r2,0.5298950845047903,0.5204515989762619,0.5393385700333186,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Percent_Person_Smoking,regression,linear,random,r2,0.4942150478356904,0.48563851656606977,0.5027915791053111,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Median_Income_Household,regression,linear,random,r2,0.3505028045052251,0.3416739233419878,0.35933168566846235,5,10.0,256,35157,34835,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Median_HomeValue_HousingUnit_OccupiedHousingUnit_OwnerOccupied,regression,linear,random,r2,0.6276514838293341,0.6116819985197792,0.643620969138889,5,10.0,256,35157,34609,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,night_lights_log10,regression,linear,random,r2,0.4623904173316687,0.4561071247299968,0.46867370993334057,5,10.0,256,35157,35157,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,population_density_log10,regression,linear,random,r2,0.532586557870224,0.5256768532910786,0.5394962624493694,5,10.0,256,35157,35157,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,tree_cover,regression,linear,random,r2,0.7118398578429183,0.7055717973090541,0.7181079183767825,5,10.0,256,35157,35157,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,elevation,regression,linear,random,r2,0.9371966105786089,0.9332696262645228,0.941123594892695,5,10.0,256,35157,35157,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Percent_Person_WithHighCholesterol,regression,linear,spatial,r2,-4.02118786040553,-8.197800250946504,0.15542453013544222,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Percent_Person_WithPhysicalHealthNotGood,regression,linear,spatial,r2,-3.6660458016600956,-7.413645822848342,0.0815542195281509,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Percent_Person_WithStroke,regression,linear,spatial,r2,-1.5185851967100181,-2.4357223783928297,-0.6014480150272066,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Percent_Person_BingeDrinking,regression,linear,spatial,r2,-4.534689909509214,-6.851441859135285,-2.2179379598831432,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Percent_Person_PhysicalInactivity,regression,linear,spatial,r2,-4.160948303662442,-8.552940170928693,0.23104356360380862,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Percent_Person_ReceivedAnnualCheckup,regression,linear,spatial,r2,-2.5273856389418876,-4.030510371830934,-1.0242609060528411,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Percent_Person_WithCancerExcludingSkinCancer,regression,linear,spatial,r2,-0.6720493782554013,-1.2937040164979006,-0.05039474001290212,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Percent_Person_WithDiabetes,regression,linear,spatial,r2,-5.542283651994749,-12.419991279397323,1.3354239754078234,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Percent_Person_WithMentalHealthNotGood,regression,linear,spatial,r2,-4.0174312328096455,-6.288731593205485,-1.746130872413806,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Percent_Person_WithCoronaryHeartDisease,regression,linear,spatial,r2,-0.9828785958450006,-1.4708309483279944,-0.4949262433620068,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Percent_Person_WithHighBloodPressure,regression,linear,spatial,r2,-2.723941876526503,-4.155286242925933,-1.2925975101270726,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Percent_Person_ReceivedCholesterolScreening,regression,linear,spatial,r2,-1.5373086289791877,-2.9413383623394522,-0.13327889561892325,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Percent_Person_ReceivedDentalVisit,regression,linear,spatial,r2,-8.603174573795254,-15.484252628294197,-1.7220965192963122,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Percent_Person_WithAsthma,regression,linear,spatial,r2,-6.162830920820641,-13.651587190140297,1.325925348499016,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Percent_Person_WithChronicKidneyDisease,regression,linear,spatial,r2,-2.6396146585421905,-4.8387348429774715,-0.440494474106909,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Percent_Person_WithArthritis,regression,linear,spatial,r2,-1.423533954338719,-1.8523695069797093,-0.994698401697729,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Percent_Person_WithChronicObstructivePulmonaryDisease,regression,linear,spatial,r2,-1.0832607051546672,-1.9150128954861223,-0.2515085148232121,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication,regression,linear,spatial,r2,-2.384291096575004,-4.227998460107136,-0.5405837330428722,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Percent_Person_Obesity,regression,linear,spatial,r2,-6.9063158164768055,-12.530325451365147,-1.2823061815884627,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Percent_Person_SleepLessThan7Hours,regression,linear,spatial,r2,-4.811994942843697,-11.523160005357107,1.899170119669714,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Percent_Person_Smoking,regression,linear,spatial,r2,-1.7018964000653205,-2.9710984492265284,-0.43269435090411257,5,10.0,256,35157,34894,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Median_Income_Household,regression,linear,spatial,r2,-2.5191451161621794,-4.9490371020555965,-0.08925313026876225,5,10.0,256,35157,34835,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,Median_HomeValue_HousingUnit_OccupiedHousingUnit_OwnerOccupied,regression,linear,spatial,r2,-1.627147175879714,-2.571313782333959,-0.682980569425469,5,10.0,256,35157,34609,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,night_lights_log10,regression,linear,spatial,r2,-0.9687437975719992,-1.4829641420469755,-0.4545234530970229,5,10.0,256,35157,35157,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,population_density_log10,regression,linear,spatial,r2,-1.5644549358345432,-2.779812529483798,-0.3490973421852883,5,10.0,256,35157,35157,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,tree_cover,regression,linear,spatial,r2,-0.3898911608883961,-1.316126423780803,0.536344102004011,5,10.0,256,35157,35157,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
pdfm-conus27,elevation,regression,linear,spatial,r2,-0.7826626211446744,-1.6096902986507464,0.04436505636139765,5,10.0,256,35157,35157,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
satclip-air-temp,air_temperature,regression,linear,random,r2,0.9511059351354982,0.946711789289693,0.9555000809813035,5,10.0,256,3076,3076,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
satclip-air-temp,air_temperature,regression,linear,spatial,r2,0.9215542815259365,0.9019966078877805,0.9411119551640926,5,10.0,256,3076,3076,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
california-housing,median_house_value,regression,linear,random,r2,0.4903336899506652,0.48420041113266826,0.4964669687686621,5,10.0,256,20640,20640,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
california-housing,median_house_value,regression,linear,spatial,r2,-571.4487748493806,-1356.2591543130216,213.36160461426027,5,10.0,256,20640,20640,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
satclip-country,country,classification,knn5,random,accuracy,0.9612137200388753,0.9594669761125781,0.9629604639651724,5,10.0,256,33053,33053,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
satclip-country,country,classification,linear,random,accuracy,0.8973767399787903,0.8908600154995245,0.9038934644580561,5,10.0,256,33053,33053,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
satclip-country,country,classification,knn5,spatial,accuracy,0.8561458484598801,0.8203793046373159,0.8919123922824442,5,10.0,256,33053,33053,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
satclip-country,country,classification,linear,spatial,accuracy,0.8043447136878967,0.7572841418815606,0.8514052854942329,5,10.0,256,33053,33053,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
satclip-ecoregion,ecoregion_class_index,classification,knn5,random,accuracy,0.8426122317500809,0.8390714499119787,0.8461530135881832,5,10.0,256,32798,32798,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
satclip-ecoregion,ecoregion_class_index,classification,linear,random,accuracy,0.6946762442588806,0.6882315680824642,0.7011209204352971,5,10.0,256,32798,32798,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
satclip-ecoregion,ecoregion_class_index,classification,knn5,spatial,accuracy,0.6389834704587429,0.6157256373771458,0.66224130354034,5,10.0,256,32798,32798,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
satclip-ecoregion,ecoregion_class_index,classification,linear,spatial,accuracy,0.551417875289917,0.5211468843356073,0.5816888662442268,5,10.0,256,32798,32798,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
satclip-biome,biome_class_index,classification,knn5,random,accuracy,0.9224036512853313,0.9196384082872137,0.925168894283449,5,10.0,256,32798,32798,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
satclip-biome,biome_class_index,classification,linear,random,accuracy,0.8676137804985047,0.8660433907512084,0.869184170245801,5,10.0,256,32798,32798,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
satclip-biome,biome_class_index,classification,knn5,spatial,accuracy,0.8307006916374299,0.8210947158938189,0.8403066673810409,5,10.0,256,32798,32798,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
satclip-biome,biome_class_index,classification,linear,spatial,accuracy,0.8242179989814759,0.815493232471329,0.8329427654916227,5,10.0,256,32798,32798,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
satclip-population,log_population,regression,linear,random,r2,0.728732768047242,0.7245710641971566,0.7328944718973274,5,10.0,256,74512,74512,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
satclip-population,log_population,regression,linear,spatial,r2,0.6341083058809727,0.54638657110504,0.7218300406569054,5,10.0,256,74512,74512,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
satclip-elevation,elevation,regression,linear,random,r2,0.683636269370463,0.6741526928560798,0.6931198458848461,5,10.0,256,100000,99995,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
satclip-elevation,elevation,regression,linear,spatial,r2,0.516448803903517,0.4212105130895189,0.611687094717515,5,10.0,256,100000,99995,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
sustainbench-asset,asset_index,regression,linear,official,r2,0.4853899288932134,0.4853899288932134,0.4853899288932134,1,10.0,256,86936,86936,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
sustainbench-water,water_index,regression,linear,official,r2,0.32838730369464286,0.32838730369464286,0.32838730369464286,1,10.0,256,87938,87938,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
sustainbench-sanitation,sanitation_index,regression,linear,official,r2,0.43069879047391824,0.43069879047391824,0.43069879047391824,1,10.0,256,89271,89271,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
sustainbench-child_mortality,under5_mort,regression,linear,official,r2,0.2509533014377223,0.2509533014377223,0.2509533014377223,1,10.0,256,105582,105582,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
sustainbench-women_edu,women_edu,regression,linear,official,r2,0.5014307032481045,0.5014307032481045,0.5014307032481045,1,10.0,256,117062,117062,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
sustainbench-women_bmi,women_bmi,regression,linear,official,r2,0.6452000760299652,0.6452000760299652,0.6452000760299652,1,10.0,256,94866,94866,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
bt-cropharvest,crop_type,classification,knn5,random,accuracy,0.5588888888888889,0.5395918284078239,0.5781859493699538,5,10.0,256,3600,3600,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
bt-cropharvest,crop_type,classification,linear,random,accuracy,0.4758333504199982,0.4562781060587778,0.4953885947812186,5,10.0,256,3600,3600,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
bt-cropharvest,crop_type,classification,knn5,spatial,accuracy,0.13354664837638072,-0.019846805298494447,0.28694010205125586,5,10.0,256,3600,3600,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
bt-cropharvest,crop_type,classification,linear,spatial,accuracy,0.23671929333359004,0.03684630356598134,0.43659228310119874,5,10.0,256,3600,3600,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
bt-biomass,biomass,regression,linear,random,r2,0.4053840376164993,0.38156173647549474,0.4292063387575039,5,10.0,256,18393,18393,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
bt-biomass,biomass,regression,linear,spatial,r2,0.19200281479643608,0.09051434271975296,0.2934912868731192,5,10.0,256,18393,18393,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
bt-landcover,water,regression,linear,random,r2,0.019019051245918694,0.0043333481163121915,0.0337047543755252,5,10.0,256,10000,10000,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
bt-landcover,trees,regression,linear,random,r2,0.5107400631312251,0.4934738754961177,0.5280062507663326,5,10.0,256,10000,10000,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
bt-landcover,grass,regression,linear,random,r2,0.21596830275585593,0.16732867899008724,0.2646079265216246,5,10.0,256,10000,10000,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
bt-landcover,flooded_vegetation,regression,linear,random,r2,0.07852191201853782,0.055723307290129434,0.10132051674694621,5,10.0,256,10000,10000,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
bt-landcover,crops,regression,linear,random,r2,0.3016594017913617,0.2742199551660776,0.3290988484166458,5,10.0,256,10000,10000,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
bt-landcover,shrub_and_scrub,regression,linear,random,r2,0.4633338213510452,0.44192766660319194,0.4847399760988985,5,10.0,256,10000,10000,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
bt-landcover,built,regression,linear,random,r2,0.05230303461945955,0.031040634919654624,0.07356543431926447,5,10.0,256,10000,10000,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
bt-landcover,bare,regression,linear,random,r2,0.8261151383386928,0.8151026724452509,0.8371276042321346,5,10.0,256,10000,10000,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
bt-landcover,snow_and_ice,regression,linear,random,r2,0.8796272079053159,0.8737888920775431,0.8854655237330887,5,10.0,256,10000,10000,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
bt-landcover,water,regression,linear,spatial,r2,-0.014396100522343214,-0.03987348250858037,0.01108128146389394,5,10.0,256,10000,10000,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
bt-landcover,trees,regression,linear,spatial,r2,0.43207495906030047,0.41380730686888606,0.4503426112517149,5,10.0,256,10000,10000,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
bt-landcover,grass,regression,linear,spatial,r2,0.1131397505905661,0.048106585223594706,0.17817291595753748,5,10.0,256,10000,10000,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
bt-landcover,flooded_vegetation,regression,linear,spatial,r2,0.03238071567238445,0.0016617002756403841,0.06309973106912851,5,10.0,256,10000,10000,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
bt-landcover,crops,regression,linear,spatial,r2,0.1932425204022502,0.1260994047749195,0.2603856360295809,5,10.0,256,10000,10000,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
bt-landcover,shrub_and_scrub,regression,linear,spatial,r2,0.3467242289454652,0.30020103485998095,0.3932474230309494,5,10.0,256,10000,10000,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
bt-landcover,built,regression,linear,spatial,r2,-0.011224621408387713,-0.04029588437053063,0.017846641553755205,5,10.0,256,10000,10000,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
bt-landcover,bare,regression,linear,spatial,r2,0.7619860667908511,0.7100624659115116,0.8139096676701907,5,10.0,256,10000,10000,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
bt-landcover,snow_and_ice,regression,linear,spatial,r2,0.8430271781258523,0.8045610466119578,0.8814933096397467,5,10.0,256,10000,10000,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
bt-bioclim,bioclim_01,regression,linear,random,r2,0.9651825618232917,0.963084210761295,0.9672809128852883,5,10.0,256,9681,9681,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
bt-bioclim,bioclim_02,regression,linear,random,r2,0.8295051087710732,0.8212370802522221,0.8377731372899243,5,10.0,256,9681,9681,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
bt-bioclim,bioclim_03,regression,linear,random,r2,0.9697976319747914,0.968304866123189,0.9712903978263938,5,10.0,256,9681,9681,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
bt-bioclim,bioclim_04,regression,linear,random,r2,0.9765055005078717,0.9753114063218175,0.9776995946939259,5,10.0,256,9681,9681,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
bt-bioclim,bioclim_05,regression,linear,random,r2,0.9016261417863115,0.8974592532757477,0.9057930302968753,5,10.0,256,9681,9681,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
bt-bioclim,bioclim_06,regression,linear,random,r2,0.9743932353875125,0.9726661212569943,0.9761203495180308,5,10.0,256,9681,9681,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
bt-bioclim,bioclim_07,regression,linear,random,r2,0.9554902890841099,0.95316171473776,0.9578188634304599,5,10.0,256,9681,9681,0,sinr,torchgeo_bench.coordbench.models.SINRLocationEncoder
