dataset,method,metric_name,metric_value,ci_lower,ci_upper,feature_dim,best_c,best_lr,best_batch_size,n_train,n_val,n_test,seed,model,name,normalization,image_size,interpolation,partition,bands,c_range_start,c_range_stop,c_range_num,merge_val,bootstrap,fw_iou,precision,recall,f1,ece,rms_ce,mce,ece_ts,rms_ce_ts,mce_ts,temperature,calibration_n_bins
burn_scars,seg-dpt,mIoU,0.9001227617263794,0.0,0.0,2880,,0.001,8,524,160,120,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_large_dinov3,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.9482641220092772,0.9606033563613892,0.9299763441085817,0.944405436515808,,,,,,,,
dynamic_earthnet,seg-fpn,mIoU,0.2033263742923736,0.0,0.0,616,,0.001,16,700,100,200,0,torchgeo_bench.models.TimmPatchBenchModel,efficientnet_b0,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.3565971851348877,0.462232381105423,0.3496488928794861,0.2972802221775055,,,,,,,,
pastis,seg-dpt,mIoU,0.0856586545705795,0.0,0.0,616,,0.001,16,1455,482,496,0,torchgeo_bench.models.TimmPatchBenchModel,efficientnet_b0,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.3232671320438385,0.1860279291868209,0.1297975927591323,0.1351116746664047,,,,,,,,
pastis,seg-linear,mIoU,0.0924405232071876,0.0,0.0,1440,,0.001,16,1455,482,496,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_tiny,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.3255939483642578,0.1908802092075348,0.1383829116821289,0.1457328200340271,,,,,,,,
dynamic_earthnet,seg-dpt,mIoU,0.2330501675605774,0.0,0.0,1920,,0.001,8,700,100,200,0,torchgeo_bench.models.TorchGeoSwinBench,tgeo_swinv2b_s2rgb_satlas_mi,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.336770236492157,0.4640806019306183,0.3331639766693115,0.3466368019580841,,,,,,,,
kuro_siwo,seg-conv_block,mIoU,0.5018913745880127,0.0,0.0,960,,0.001,12,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,maxvit_tiny_tf_224,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.9057281017303468,0.8046587705612183,0.5429897904396057,0.6256306171417236,,,,,,,,
pastis,seg-dpt,mIoU,0.0895407870411872,0.0,0.0,960,,0.001,12,1455,482,496,0,torchgeo_bench.models.TimmPatchBenchModel,maxvit_tiny_tf_224,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.3318564593791961,0.1979691684246063,0.1354461014270782,0.140142410993576,,,,,,,,
dynamic_earthnet,seg-conv_block,mIoU,0.2436533570289611,0.0,0.0,2816,,0.001,16,700,100,200,0,torchgeo_bench.models.TimmPatchBenchModel,densenet121,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.3771002888679504,0.4736843109130859,0.3460423946380615,0.3445815145969391,,,,,,,,
pastis,seg-conv_block,mIoU,0.0743377283215522,0.0,0.0,1440,,0.001,16,1455,482,496,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_tiny,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.3113816380500793,0.155533418059349,0.1146379187703132,0.1154944822192192,,,,,,,,
kuro_siwo,seg-fpn,mIoU,0.5399386286735535,0.0,0.0,2880,,0.001,8,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_large_dinov3,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.9165964722633362,0.7647753953933716,0.6087694764137268,0.6707141995429993,,,,,,,,
pastis,seg-linear,mIoU,0.0676973909139633,0.0,0.0,1920,,0.001,8,1455,482,496,0,torchgeo_bench.models.TorchGeoSwinBench,tgeo_swinv2b_s2rgb_satlas_mi,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.2820278108119964,0.1522550582885742,0.1054485216736793,0.1076603680849075,,,,,,,,
fotw,seg-conv_block,mIoU,0.5737289190292358,0.0,0.0,960,,0.001,12,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,maxvit_tiny_tf_224,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.756416916847229,0.7311960458755493,0.6465662717819214,0.651960015296936,,,,,,,,
cloudsen12,seg-dpt,mIoU,0.6043218970298767,0.0,0.0,1440,,0.001,16,4000,535,975,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_tiny,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.7367300391197205,0.7504696846008301,0.7194696664810181,0.7325246930122375,,,,,,,,
pastis,seg-fpn,mIoU,0.1134773790836334,0.0,0.0,960,,0.001,12,1455,482,496,0,torchgeo_bench.models.TimmPatchBenchModel,maxvit_tiny_tf_224,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.3653583824634552,0.2346170842647552,0.1669223606586456,0.1768332868814468,,,,,,,,
caffe,seg-fpn,mIoU,0.5812488794326782,0.0,0.0,960,,0.001,12,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,maxvit_tiny_tf_224,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.5907296538352966,0.7403991222381592,0.7068840265274048,0.7116739749908447,,,,,,,,
burn_scars,seg-fpn,mIoU,0.808320939540863,0.0,0.0,1440,,0.001,16,524,160,120,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_tiny,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.8948994874954224,0.9095942974090576,0.8554341197013855,0.8783940076828003,,,,,,,,
pastis,seg-fpn,mIoU,0.1092660576105117,0.0,0.0,1440,,0.001,16,1455,482,496,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_tiny,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.3570064306259155,0.2127990424633026,0.161275640130043,0.1707318574190139,,,,,,,,
burn_scars,seg-fpn,mIoU,0.8522953987121582,0.0,0.0,1920,,0.001,8,524,160,120,0,torchgeo_bench.models.TorchGeoSwinBench,tgeo_swinv2b_s2rgb_satlas_mi,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.9294005036354064,0.940946102142334,0.8924403190612793,0.9153562784194946,,,,,,,,
cloudsen12,seg-fpn,mIoU,0.6644389629364014,0.0,0.0,2880,,0.001,8,4000,535,975,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_large_dinov3,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.777438759803772,0.8021538853645325,0.7717647552490234,0.7853707075119019,,,,,,,,
burn_scars,seg-conv_block,mIoU,0.8677830100059509,0.0,0.0,1920,,0.001,8,524,160,120,0,torchgeo_bench.models.TorchGeoSwinBench,tgeo_swinv2b_s2rgb_satlas_mi,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.933201253414154,0.9476627111434937,0.9034430384635924,0.9243943691253662,,,,,,,,
cloudsen12,seg-linear,mIoU,0.5975274443626404,0.0,0.0,1440,,0.001,16,4000,535,975,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_tiny,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.7338004112243652,0.7627823948860168,0.7042092084884644,0.7266846895217896,,,,,,,,
cloudsen12,seg-linear,mIoU,0.5893089771270752,0.0,0.0,3840,,0.001,16,4000,535,975,0,torchgeo_bench.models.TimmPatchBenchModel,resnet50,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.7218580842018127,0.7564604878425598,0.6976648569107056,0.7199777960777283,,,,,,,,
caffe,seg-conv_block,mIoU,0.5859453082084656,0.0,0.0,960,,0.001,12,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,maxvit_tiny_tf_224,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.6053508520126343,0.7189612984657288,0.7340853214263916,0.7150204181671143,,,,,,,,
burn_scars,seg-conv_block,mIoU,0.8581668138504028,0.0,0.0,960,,0.001,12,524,160,120,0,torchgeo_bench.models.TimmPatchBenchModel,maxvit_tiny_tf_224,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.924940824508667,0.943763554096222,0.893807590007782,0.9166773557662964,,,,,,,,
dynamic_earthnet,seg-dpt,mIoU,0.2707615792751312,0.0,0.0,2816,,0.001,16,700,100,200,0,torchgeo_bench.models.TimmPatchBenchModel,densenet121,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.3802344799041748,0.4807609319686889,0.3804649114608764,0.390597403049469,,,,,,,,
pastis,seg-fpn,mIoU,0.09418286383152,0.0,0.0,2880,,0.001,8,1455,482,496,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_large_dinov3,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.3432720005512237,0.1839595288038253,0.1410360932350158,0.1471923142671585,,,,,,,,
dynamic_earthnet,seg-dpt,mIoU,0.2729056477546692,0.0,0.0,3840,,0.001,16,700,100,200,0,torchgeo_bench.models.TimmPatchBenchModel,resnet50,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.3934293687343597,0.5106568336486816,0.368276834487915,0.3979385495185852,,,,,,,,
burn_scars,seg-fpn,mIoU,0.8937110900878906,0.0,0.0,2880,,0.001,8,524,160,120,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_large_dinov3,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.9473131895065308,0.9519038200378418,0.9315071105957032,0.9410197734832764,,,,,,,,
dynamic_earthnet,seg-linear,mIoU,0.2769665122032165,0.0,0.0,960,,0.001,12,700,100,200,0,torchgeo_bench.models.TimmPatchBenchModel,maxvit_tiny_tf_224,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.4246342182159424,0.5213690996170044,0.3796775341033935,0.4012217223644256,,,,,,,,
dynamic_earthnet,seg-linear,mIoU,0.2402492463588714,0.0,0.0,1440,,0.001,16,700,100,200,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_tiny,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.3509743511676788,0.4599972665309906,0.342439591884613,0.3570936918258667,,,,,,,,
pastis,seg-fpn,mIoU,0.0817424207925796,0.0,0.0,3840,,0.001,16,1455,482,496,0,torchgeo_bench.models.TimmPatchBenchModel,resnet50,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.3166978657245636,0.1533520519733429,0.1250769942998886,0.1286270767450332,,,,,,,,
dynamic_earthnet,seg-fpn,mIoU,0.2538117468357086,0.0,0.0,960,,0.001,12,700,100,200,0,torchgeo_bench.models.TimmPatchBenchModel,maxvit_tiny_tf_224,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.364273726940155,0.4867600202560425,0.3441404104232788,0.3717367053031921,,,,,,,,
dynamic_earthnet,seg-linear,mIoU,0.1888040155172348,0.0,0.0,616,,0.001,16,700,100,200,0,torchgeo_bench.models.TimmPatchBenchModel,efficientnet_b0,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.35486900806427,0.4939658641815185,0.268689751625061,0.2655845284461975,,,,,,,,
pastis,seg-linear,mIoU,0.0811360701918602,0.0,0.0,2880,,0.001,8,1455,482,496,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_large_dinov3,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.3177554905414581,0.1807436347007751,0.1229220181703567,0.1273850202560424,,,,,,,,
burn_scars,seg-fpn,mIoU,0.7726331949234009,0.0,0.0,616,,0.001,16,524,160,120,0,torchgeo_bench.models.TimmPatchBenchModel,efficientnet_b0,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.900760054588318,0.8908055424690247,0.8483879566192627,0.8650171160697937,,,,,,,,
fotw,seg-linear,mIoU,0.5289353132247925,0.0,0.0,1440,,0.001,16,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_tiny,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.6996197700500488,0.6877431273460388,0.616657555103302,0.6226482391357422,,,,,,,,
caffe,seg-conv_block,mIoU,0.5500831604003906,0.0,0.0,1440,,0.001,16,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_tiny,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.5827389359474182,0.6989226341247559,0.6755956411361694,0.6763843297958374,,,,,,,,
burn_scars,seg-dpt,mIoU,0.859638512134552,0.0,0.0,1440,,0.001,16,524,160,120,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_tiny,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.9275197982788086,0.935206413269043,0.903895139694214,0.918606698513031,,,,,,,,
flair2,seg-conv_block,mIoU,0.4639748036861419,0.0,0.0,616,,0.001,16,4049,1022,3022,0,torchgeo_bench.models.TimmPatchBenchModel,efficientnet_b0,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.5207167863845825,0.6542189121246338,0.610268771648407,0.6108128428459167,,,,,,,,
flair2,seg-fpn,mIoU,0.457442045211792,0.0,0.0,616,,0.001,16,4049,1022,3022,0,torchgeo_bench.models.TimmPatchBenchModel,efficientnet_b0,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.5102744102478027,0.6491705179214478,0.6050886511802673,0.6074573993682861,,,,,,,,
caffe,seg-fpn,mIoU,0.4914156794548034,0.0,0.0,1920,,0.001,8,4000,1000,2000,0,torchgeo_bench.models.TorchGeoSwinBench,tgeo_swinv2b_s2rgb_satlas_mi,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.522391140460968,0.6450805068016052,0.6585555076599121,0.6264829039573669,,,,,,,,
flair2,seg-dpt,mIoU,0.4359892904758453,0.0,0.0,616,,0.001,16,4049,1022,3022,0,torchgeo_bench.models.TimmPatchBenchModel,efficientnet_b0,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.4955820441246032,0.6409677267074585,0.5788331031799316,0.5841871500015259,,,,,,,,
pastis,seg-conv_block,mIoU,0.0567697398364543,0.0,0.0,616,,0.001,16,1455,482,496,0,torchgeo_bench.models.TimmPatchBenchModel,efficientnet_b0,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.2822166979312897,0.1192717999219894,0.0922575369477272,0.0868072286248207,,,,,,,,
flair2,seg-conv_block,mIoU,0.4473406970500946,0.0,0.0,616,,0.001,16,4049,1022,3022,0,torchgeo_bench.models.TimmPatchBenchModel,efficientnet_b0,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.5001389980316162,0.6557067632675171,0.5861004590988159,0.5978314280509949,,,,,,,,
flair2,seg-linear,mIoU,0.4188608527183532,0.0,0.0,616,,0.001,16,4049,1022,3022,0,torchgeo_bench.models.TimmPatchBenchModel,efficientnet_b0,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.4745761156082153,0.6077268123626709,0.5752146244049072,0.571700394153595,,,,,,,,
caffe,seg-fpn,mIoU,0.5354068279266357,0.0,0.0,1440,,0.001,16,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_tiny,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.5611656904220581,0.6999457478523254,0.6597099304199219,0.6623372435569763,,,,,,,,
burn_scars,seg-linear,mIoU,0.8712435960769653,0.0,0.0,2816,,0.001,16,524,160,120,0,torchgeo_bench.models.TimmPatchBenchModel,densenet121,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.9314717650413512,0.9450419545173644,0.908544659614563,0.9254789352416992,,,,,,,,
fotw,seg-linear,mIoU,0.5360269546508789,0.0,0.0,960,,0.001,12,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,maxvit_tiny_tf_224,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.7084738612174988,0.6932938098907471,0.6222299337387085,0.6282308101654053,,,,,,,,
dynamic_earthnet,seg-conv_block,mIoU,0.2918798923492431,0.0,0.0,2816,,0.001,16,700,100,200,0,torchgeo_bench.models.TimmPatchBenchModel,densenet121,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.4286224246025085,0.5166335105895996,0.3991113901138305,0.4217283129692077,,,,,,,,
caffe,seg-conv_block,mIoU,0.6106771230697632,0.0,0.0,2880,,0.001,8,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_large_dinov3,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.6107195019721985,0.7590473294258118,0.7449464201927185,0.7377350330352783,,,,,,,,
dynamic_earthnet,seg-conv_block,mIoU,0.2330016195774078,0.0,0.0,3840,,0.001,16,700,100,200,0,torchgeo_bench.models.TimmPatchBenchModel,resnet50,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.3525205254554748,0.4631064534187317,0.3331024646759033,0.3303163647651672,,,,,,,,
pastis,seg-dpt,mIoU,0.1088038980960846,0.0,0.0,616,,0.001,16,1455,482,496,0,torchgeo_bench.models.TimmPatchBenchModel,efficientnet_b0,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.3450837433338165,0.2182197272777557,0.1616342216730117,0.1725842356681823,,,,,,,,
dynamic_earthnet,seg-fpn,mIoU,0.2343092262744903,0.0,0.0,3840,,0.001,16,700,100,200,0,torchgeo_bench.models.TimmPatchBenchModel,resnet50,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.3451099991798401,0.4946412444114685,0.3318638503551483,0.3329672813415527,,,,,,,,
burn_scars,seg-dpt,mIoU,0.8539463877677917,0.0,0.0,1920,,0.001,8,524,160,120,0,torchgeo_bench.models.TorchGeoSwinBench,tgeo_swinv2b_s2rgb_satlas_mi,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.9280478954315186,0.9457707405090332,0.8895146250724792,0.9156893491744996,,,,,,,,
kuro_siwo,seg-linear,mIoU,0.0032543474808335,0.0,0.0,616,,0.001,16,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,efficientnet_b0,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.0001694524544291,0.0032543472480028,0.25,0.0064250570721924,,,,,,,,
pastis,seg-dpt,mIoU,0.1135381683707237,0.0,0.0,2880,,0.001,8,1455,482,496,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_large_dinov3,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.371453583240509,0.2273821532726287,0.1699930727481842,0.174891397356987,,,,,,,,
dynamic_earthnet,seg-conv_block,mIoU,0.2552908957004547,0.0,0.0,960,,0.001,12,700,100,200,0,torchgeo_bench.models.TimmPatchBenchModel,maxvit_tiny_tf_224,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.3624946773052215,0.4878651797771454,0.3570548892021179,0.3747753500938415,,,,,,,,
burn_scars,seg-dpt,mIoU,0.8729895353317261,0.0,0.0,960,,0.001,12,524,160,120,0,torchgeo_bench.models.TimmPatchBenchModel,maxvit_tiny_tf_224,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.9325740933418274,0.9457494020462036,0.9097590446472168,0.9268300533294678,,,,,,,,
pastis,seg-linear,mIoU,0.0965621992945671,0.0,0.0,960,,0.001,12,1455,482,496,0,torchgeo_bench.models.TimmPatchBenchModel,maxvit_tiny_tf_224,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.3328875005245209,0.2215648889541626,0.1432615965604782,0.1522176265716552,,,,,,,,
flair2,seg-linear,mIoU,0.4284490644931793,0.0,0.0,960,,0.001,12,4049,1022,3022,0,torchgeo_bench.models.TimmPatchBenchModel,maxvit_tiny_tf_224,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.4905998110771179,0.6170409917831421,0.5832786560058594,0.5756968259811401,,,,,,,,
burn_scars,seg-fpn,mIoU,0.8176144957542419,0.0,0.0,2816,,0.001,16,524,160,120,0,torchgeo_bench.models.TimmPatchBenchModel,densenet121,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.9009791612625122,0.9088011980056764,0.8697667121887207,0.8867011070251465,,,,,,,,
dynamic_earthnet,seg-fpn,mIoU,0.2619594633579254,0.0,0.0,3840,,0.001,16,700,100,200,0,torchgeo_bench.models.TimmPatchBenchModel,resnet50,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.3925880193710327,0.5232839584350586,0.3592144846916199,0.3842222094535827,,,,,,,,
flair2,seg-fpn,mIoU,0.4706555902957916,0.0,0.0,616,,0.001,16,4049,1022,3022,0,torchgeo_bench.models.TimmPatchBenchModel,efficientnet_b0,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.5251596570014954,0.6570130586624146,0.6172673106193542,0.6173727512359619,,,,,,,,
caffe,seg-linear,mIoU,0.5514418482780457,0.0,0.0,3840,,0.001,16,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,resnet50,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.5844588279724121,0.6874356865882874,0.6939855813980103,0.6801590919494629,,,,,,,,
fotw,seg-conv_block,mIoU,0.4780417680740356,0.0,0.0,616,,0.001,16,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,efficientnet_b0,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.6520686745643616,0.6218543648719788,0.5716432929039001,0.5823820233345032,,,,,,,,
kuro_siwo,seg-linear,mIoU,0.5513806343078613,0.0,0.0,2880,,0.001,8,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_large_dinov3,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.9198440313339232,0.7951467633247375,0.6122910976409912,0.6810770034790039,,,,,,,,
flair2,seg-linear,mIoU,0.4272647500038147,0.0,0.0,616,,0.001,16,4049,1022,3022,0,torchgeo_bench.models.TimmPatchBenchModel,efficientnet_b0,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.4902312755584717,0.6116011142730713,0.5813799500465393,0.5732904672622681,,,,,,,,
cloudsen12,seg-linear,mIoU,0.576431930065155,0.0,0.0,1440,,0.001,16,4000,535,975,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_tiny,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.7149790525436401,0.7495848536491394,0.6831353306770325,0.7068793773651123,,,,,,,,
fotw,seg-linear,mIoU,0.4842390716075897,0.0,0.0,1920,,0.001,8,4000,1000,2000,0,torchgeo_bench.models.TorchGeoSwinBench,tgeo_swinv2b_s2rgb_satlas_mi,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.6529877185821533,0.664535403251648,0.5689438581466675,0.5883379578590393,,,,,,,,
pastis,seg-dpt,mIoU,0.1015554293990135,0.0,0.0,3840,,0.001,16,1455,482,496,0,torchgeo_bench.models.TimmPatchBenchModel,resnet50,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.3442180752754211,0.1973801106214523,0.1523173302412033,0.1588347256183624,,,,,,,,
cloudsen12,seg-fpn,mIoU,0.6371712684631348,0.0,0.0,3840,,0.001,16,4000,535,975,0,torchgeo_bench.models.TimmPatchBenchModel,resnet50,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.7584579586982727,0.7777895927429199,0.7495882511138916,0.7621948719024658,,,,,,,,
burn_scars,seg-fpn,mIoU,0.7106273174285889,0.0,0.0,1920,,0.001,8,524,160,120,0,torchgeo_bench.models.TorchGeoSwinBench,tgeo_swinv2b_s2rgb_satlas_mi,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.8751488327980042,0.9129372835159302,0.748253583908081,0.8106796145439148,,,,,,,,
fotw,seg-fpn,mIoU,0.592240571975708,0.0,0.0,960,,0.001,12,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,maxvit_tiny_tf_224,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.7690367102622986,0.7403278350830078,0.6674451231956482,0.6674147248268127,,,,,,,,
caffe,seg-conv_block,mIoU,0.5475609302520752,0.0,0.0,3840,,0.001,16,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,resnet50,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.5668120384216309,0.6970797181129456,0.6921520233154297,0.6767277717590332,,,,,,,,
cloudsen12,seg-conv_block,mIoU,0.6107015013694763,0.0,0.0,1920,,0.001,8,4000,535,975,0,torchgeo_bench.models.TorchGeoSwinBench,tgeo_swinv2b_s2rgb_satlas_mi,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.7363020181655884,0.7749370336532593,0.7152372598648071,0.738111138343811,,,,,,,,
cloudsen12,seg-dpt,mIoU,0.6102139353752136,0.0,0.0,616,,0.001,16,4000,535,975,0,torchgeo_bench.models.TimmPatchBenchModel,efficientnet_b0,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.7347956299781799,0.7606555223464966,0.722944974899292,0.7381904721260071,,,,,,,,
dynamic_earthnet,seg-fpn,mIoU,0.2788884043693542,0.0,0.0,1440,,0.001,16,700,100,200,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_tiny,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.3863621354103088,0.5184472799301147,0.3771354556083679,0.4040171504020691,,,,,,,,
pastis,seg-linear,mIoU,0.1022480279207229,0.0,0.0,2816,,0.001,16,1455,482,496,0,torchgeo_bench.models.TimmPatchBenchModel,densenet121,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.3415955007076263,0.209264799952507,0.1530103981494903,0.1599829196929931,,,,,,,,
burn_scars,seg-linear,mIoU,0.2946402728557586,0.0,0.0,616,,0.001,16,524,160,120,0,torchgeo_bench.models.TimmPatchBenchModel,efficientnet_b0,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.7796273827552795,0.6190506815910339,0.3336528539657593,0.3132612705230713,,,,,,,,
dynamic_earthnet,seg-fpn,mIoU,0.249917060136795,0.0,0.0,2816,,0.001,16,700,100,200,0,torchgeo_bench.models.TimmPatchBenchModel,densenet121,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.3787131905555725,0.4937062561511993,0.3523039221763611,0.3542978167533874,,,,,,,,
caffe,seg-conv_block,mIoU,0.5500818490982056,0.0,0.0,1440,,0.001,16,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,convnext_tiny,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.5827358961105347,0.6989197731018066,0.6755985617637634,0.6763832569122314,,,,,,,,
pastis,seg-dpt,mIoU,0.1159170866012573,0.0,0.0,960,,0.001,12,1455,482,496,0,torchgeo_bench.models.TimmPatchBenchModel,maxvit_tiny_tf_224,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.3683015406131744,0.2441145330667495,0.1706277728080749,0.1812324672937393,,,,,,,,
dynamic_earthnet,seg-fpn,mIoU,0.2944319248199463,0.0,0.0,2816,,0.001,16,700,100,200,0,torchgeo_bench.models.TimmPatchBenchModel,densenet121,bandspec_zscore,224,bilinear,default,rgb,-6,4,40,True,200,0.4232337772846222,0.5010831952095032,0.3990534543991089,0.4274371862411499,,,,,,,,
kuro_siwo,seg-dpt,mIoU,0.555405855178833,0.0,0.0,960,,0.001,12,4000,1000,2000,0,torchgeo_bench.models.TimmPatchBenchModel,maxvit_tiny_tf_224,bandspec_zscore,224,bilinear,default,all,-6,4,40,True,200,0.9133738279342652,0.7909163236618042,0.611033022403717,0.6816949844360352,,,,,,,,
