dataset,method,metric_name,metric_value,ci_lower,ci_upper,feature_dim,best_c,best_lr,best_batch_size,n_train,n_val,n_test,seed,model,name,normalization,image_size,interpolation,partition,bands,c_range_start,c_range_stop,c_range_num,merge_val,bootstrap,fw_iou,precision,recall,f1
m-forestnet,linear,accuracy,0.5387713997985901,0.510448157787323,0.5680009722709656,768,0.0018329807108324338,,,6464,989,993,0,torchgeo_bench.models.TimmPatchBenchModel,deit_base_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-pv4ger,knn5,accuracy,0.9419419419419419,0.9268768429756165,0.9599850177764893,192,,,,11814,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_tiny_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-pv4ger,linear,accuracy,0.955955955955956,0.9429429173469543,0.9679679870605469,192,1.2742749857031321,,,11814,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_tiny_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-pv4ger,knn5,accuracy,0.954954954954955,0.9429429173469543,0.9679679870605469,192,,,,11814,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_tiny_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-pv4ger,linear,accuracy,0.9579579579579579,0.9449449181556702,0.9709960222244263,192,0.0006158482110660261,,,11814,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_tiny_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-pv4ger,knn5,accuracy,0.9519519519519519,0.938913881778717,0.9639890193939209,384,,,,11814,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_small_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-pv4ger,linear,accuracy,0.968968968968969,0.9569319486618042,0.9810060262680054,384,0.04832930238571752,,,11814,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_small_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-pv4ger,knn5,accuracy,0.9579579579579579,0.9439439177513123,0.9699950218200684,384,,,,11814,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_small_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-pv4ger,linear,accuracy,0.9719719719719719,0.9629379510879517,0.9829829931259155,384,0.005455594781168515,,,11814,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_small_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-pv4ger,knn5,accuracy,0.9529529529529529,0.9409158825874329,0.965965986251831,768,,,,11814,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_base_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-pv4ger,linear,accuracy,0.9679679679679679,0.9579329490661621,0.9799799919128418,768,0.04832930238571752,,,11814,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_base_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-pv4ger,knn5,accuracy,0.955955955955956,0.9449449181556702,0.9699699878692627,768,,,,11814,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_base_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-pv4ger,linear,accuracy,0.96996996996997,0.9609609842300415,0.9809809923171997,768,0.01623776739188721,,,11814,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_base_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-pv4ger,knn5,accuracy,0.9579579579579579,0.9468968510627747,0.9709960222244263,1024,,,,11814,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-pv4ger,linear,accuracy,0.977977977977978,0.9689439535140991,0.9860110282897949,1024,0.01623776739188721,,,11814,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-pv4ger,knn5,accuracy,0.9579579579579579,0.9439439177513123,0.9699950218200684,1024,,,,11814,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-pv4ger,linear,accuracy,0.974974974974975,0.965965986251831,0.9849849939346313,1024,0.005455594781168515,,,11814,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-pv4ger,knn5,accuracy,0.9629629629629629,0.9519519805908203,0.9749749898910522,1024,,,,11814,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-pv4ger,linear,accuracy,0.973973973973974,0.9649649858474731,0.9840090274810791,1024,0.14384498882876628,,,11814,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-pv4ger,knn5,accuracy,0.9769769769769769,0.9679679870605469,0.9850350618362427,1024,,,,11814,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-pv4ger,linear,accuracy,0.977977977977978,0.969944953918457,0.9870120286941528,1024,0.14384498882876628,,,11814,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-pv4ger,knn5,accuracy,0.93993993993994,0.9259259104728699,0.9549800157546997,1024,,,,11814,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3sat_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-pv4ger,linear,accuracy,0.9629629629629629,0.9529529809951782,0.9749749898910522,1024,11.288378916846883,,,11814,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3sat_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-pv4ger,knn5,accuracy,0.9359359359359359,0.923923909664154,0.951977014541626,1024,,,,11814,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3sat_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-pv4ger,linear,accuracy,0.965965965965966,0.955955982208252,0.9769769906997681,1024,0.14384498882876628,,,11814,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3sat_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-pv4ger,knn5,accuracy,0.9369369369369369,0.9219219088554382,0.9539539813995361,192,,,,11814,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,deit_tiny_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-pv4ger,linear,accuracy,0.9569569569569569,0.9449198842048645,0.9719719886779785,192,0.4281332398719387,,,11814,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,deit_tiny_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-pv4ger,knn5,accuracy,0.948948948948949,0.935935914516449,0.9610110521316528,192,,,,11814,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,deit_tiny_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-pv4ger,linear,accuracy,0.955955955955956,0.9438688158988953,0.9699699878692627,192,0.14384498882876628,,,11814,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,deit_tiny_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-pv4ger,knn5,accuracy,0.938938938938939,0.9238988757133484,0.9549800157546997,384,,,,11814,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,deit_small_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-pv4ger,linear,accuracy,0.95995995995996,0.949924886226654,0.9729729890823364,384,0.4281332398719387,,,11814,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,deit_small_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-pv4ger,knn5,accuracy,0.9579579579579579,0.9439439177513123,0.9699699878692627,384,,,,11814,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,deit_small_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-pv4ger,linear,accuracy,0.9669669669669669,0.954954981803894,0.9769769906997681,384,3.792690190732246,,,11814,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,deit_small_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-pv4ger,knn5,accuracy,0.958958958958959,0.9469218850135803,0.9709960222244263,768,,,,11814,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,deit_base_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-pv4ger,linear,accuracy,0.970970970970971,0.9609609842300415,0.9809809923171997,768,0.005455594781168515,,,11814,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,deit_base_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-pv4ger,knn5,accuracy,0.95995995995996,0.9458958506584167,0.9709960222244263,768,,,,11814,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,deit_base_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-pv4ger,linear,accuracy,0.968968968968969,0.9589589834213257,0.9799799919128418,768,0.0006158482110660261,,,11814,999,999,0,torchgeo_bench.models.TimmPatchBenchModel,deit_base_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-so2sat,knn5,accuracy,0.39655172413793105,0.3681541681289673,0.43007099628448486,192,,,,19992,986,986,0,torchgeo_bench.models.TimmPatchBenchModel,vit_tiny_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-so2sat,linear,accuracy,0.5740365111561866,0.5435852408409119,0.6055527329444885,192,1.2742749857031321,,,19992,986,986,0,torchgeo_bench.models.TimmPatchBenchModel,vit_tiny_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-so2sat,knn5,accuracy,0.38235294117647056,0.35598376393318176,0.41790062189102173,192,,,,19992,986,986,0,torchgeo_bench.models.TimmPatchBenchModel,vit_tiny_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-so2sat,linear,accuracy,0.5963488843813387,0.5649087429046631,0.6298427581787109,192,0.0018329807108324338,,,19992,986,986,0,torchgeo_bench.models.TimmPatchBenchModel,vit_tiny_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-so2sat,knn5,accuracy,0.44523326572008115,0.4188133776187897,0.4736308455467224,384,,,,19992,986,986,0,torchgeo_bench.models.TimmPatchBenchModel,vit_small_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-so2sat,linear,accuracy,0.6156186612576064,0.586105465888977,0.6430273652076721,384,0.005455594781168515,,,19992,986,986,0,torchgeo_bench.models.TimmPatchBenchModel,vit_small_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-so2sat,knn5,accuracy,0.4249492900608519,0.3985547721385956,0.45436105132102966,384,,,,19992,986,986,0,torchgeo_bench.models.TimmPatchBenchModel,vit_small_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-so2sat,linear,accuracy,0.6156186612576064,0.5862069129943848,0.6430020332336426,384,0.0006158482110660261,,,19992,986,986,0,torchgeo_bench.models.TimmPatchBenchModel,vit_small_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-so2sat,knn5,accuracy,0.4178498985801217,0.38742393255233765,0.4493407905101776,768,,,,19992,986,986,0,torchgeo_bench.models.TimmPatchBenchModel,vit_base_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-so2sat,linear,accuracy,0.59026369168357,0.5598376989364624,0.6217291951179504,768,0.005455594781168515,,,19992,986,986,0,torchgeo_bench.models.TimmPatchBenchModel,vit_base_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-so2sat,knn5,accuracy,0.4300202839756592,0.4055781066417694,0.45846858620643616,768,,,,19992,986,986,0,torchgeo_bench.models.TimmPatchBenchModel,vit_base_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-so2sat,linear,accuracy,0.5933062880324543,0.5669118165969849,0.6257860064506531,768,0.0006158482110660261,,,19992,986,986,0,torchgeo_bench.models.TimmPatchBenchModel,vit_base_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-so2sat,knn5,accuracy,0.4330628803245436,0.4036511182785034,0.4665567874908447,1024,,,,19992,986,986,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-so2sat,linear,accuracy,0.6612576064908722,0.6297920942306519,0.6877028346061707,1024,0.005455594781168515,,,19992,986,986,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-so2sat,knn5,accuracy,0.46247464503042596,0.43103447556495667,0.4909229278564453,1024,,,,19992,986,986,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-so2sat,linear,accuracy,0.6440162271805274,0.6105223298072815,0.6744675040245056,1024,0.0002069138081114788,,,19992,986,986,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-so2sat,knn5,accuracy,0.4908722109533469,0.4573782980442047,0.520309329032898,1024,,,,19992,986,986,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-so2sat,linear,accuracy,0.678498985801217,0.6490872502326965,0.7079107761383057,1024,0.04832930238571752,,,19992,986,986,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-so2sat,knn5,accuracy,0.4685598377281947,0.4401369094848633,0.4970334470272064,1024,,,,19992,986,986,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-so2sat,linear,accuracy,0.6663286004056795,0.6328093409538269,0.6948022246360779,1024,0.005455594781168515,,,19992,986,986,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-so2sat,knn5,accuracy,0.4340770791075051,0.4045892655849457,0.4614858031272888,1024,,,,19992,986,986,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3sat_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-so2sat,linear,accuracy,0.6531440162271805,0.6206896305084229,0.6876267790794373,1024,0.14384498882876628,,,19992,986,986,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3sat_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-so2sat,knn5,accuracy,0.4279918864097363,0.39546146988868713,0.4614604413509369,1024,,,,19992,986,986,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3sat_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-so2sat,linear,accuracy,0.6774847870182555,0.6480222940444946,0.7068965435028076,1024,0.04832930238571752,,,19992,986,986,0,torchgeo_bench.models.TimmPatchBenchModel,vit_large_patch16_dinov3sat_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-so2sat,knn5,accuracy,0.4340770791075051,0.40664300322532654,0.46247464418411255,192,,,,19992,986,986,0,torchgeo_bench.models.TimmPatchBenchModel,deit_tiny_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-so2sat,linear,accuracy,0.5973630831643002,0.5688133835792542,0.6267748475074768,192,0.04832930238571752,,,19992,986,986,0,torchgeo_bench.models.TimmPatchBenchModel,deit_tiny_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-so2sat,knn5,accuracy,0.38336713995943206,0.3519269824028015,0.41389453411102295,192,,,,19992,986,986,0,torchgeo_bench.models.TimmPatchBenchModel,deit_tiny_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-so2sat,linear,accuracy,0.5750507099391481,0.5445740222930908,0.6085445880889893,192,0.0018329807108324338,,,19992,986,986,0,torchgeo_bench.models.TimmPatchBenchModel,deit_tiny_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-so2sat,knn5,accuracy,0.4300202839756592,0.4015212953090668,0.4625000059604645,384,,,,19992,986,986,0,torchgeo_bench.models.TimmPatchBenchModel,deit_small_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-so2sat,linear,accuracy,0.5993914807302231,0.5699543952941895,0.6277890205383301,384,0.01623776739188721,,,19992,986,986,0,torchgeo_bench.models.TimmPatchBenchModel,deit_small_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-so2sat,knn5,accuracy,0.3995943204868154,0.3732251524925232,0.43207404017448425,384,,,,19992,986,986,0,torchgeo_bench.models.TimmPatchBenchModel,deit_small_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-so2sat,linear,accuracy,0.6044624746450304,0.5750507116317749,0.6328600645065308,384,0.01623776739188721,,,19992,986,986,0,torchgeo_bench.models.TimmPatchBenchModel,deit_small_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-so2sat,knn5,accuracy,0.40365111561866124,0.3752281963825226,0.4361562132835388,768,,,,19992,986,986,0,torchgeo_bench.models.TimmPatchBenchModel,deit_base_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-so2sat,linear,accuracy,0.6196754563894523,0.592292070388794,0.648098349571228,768,0.01623776739188721,,,19992,986,986,0,torchgeo_bench.models.TimmPatchBenchModel,deit_base_patch16_224_avg,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-so2sat,knn5,accuracy,0.40872210953346855,0.37013182044029236,0.4381338655948639,768,,,,19992,986,986,0,torchgeo_bench.models.TimmPatchBenchModel,deit_base_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
m-so2sat,linear,accuracy,0.6064908722109533,0.5800963640213013,0.6379310488700867,768,0.01623776739188721,,,19992,986,986,0,torchgeo_bench.models.TimmPatchBenchModel,deit_base_patch16_224_cls,raw,224,bilinear,default,rgb,-7,2,20,True,200,,,,
